claim_id,policy_id,claim_date,decision_date,claim_amount,claim_status,claim_type
CLM0003199,POL000457,2025-02-18,2025-03-20,5538.26,Approved,Collision
CLM0003200,POL000090,2024-10-15,2024-11-14,2679.07,Approved,Water Damage
CLM0003201,POL000460,2026-07-18,,2991.22,Pending,Collision
CLM0003202,POL001316,2023-08-23,2023-08-30,6861.96,Approved,Collision
CLM0003203,POL000355,2025-10-05,2025-10-17,4694.31,Approved,Injury
CLM0003204,POL001358,2023-01-05,2023-01-23,8666.49,Denied,Theft
CLM0003205,POL000892,2026-07-18,2026-08-05,9646.83,Approved,Flood
CLM0003206,POL000611,2025-07-11,2025-08-01,8725.35,Approved,Collision
CLM0003207,POL001088,2025-07-13,2025-08-02,5176.19,Approved,Collision
CLM0003208,POL000798,2024-06-20,,3892.9,Pending,Water Damage
CLM0003209,POL000274,2024-05-09,2024-06-06,9004.19,Approved,Flood
CLM0003210,POL000364,2026-07-18,,3694.67,Pending,Flood
CLM0003211,POL000906,2025-01-29,2025-02-08,2751.61,Approved,Water Damage
CLM0003212,POL000643,2026-06-18,2026-07-14,150.92,Approved,Flood
CLM0003213,POL001307,2025-02-06,2025-03-08,4037.64,Approved,Flood
CLM0003214,POL000637,2025-02-06,2025-03-04,1288.86,Approved,Theft
CLM0003215,POL000446,2026-07-18,2026-07-24,4066.92,Approved,Injury
CLM0003216,POL000289,2026-07-18,2026-07-24,1729.33,Denied,Collision
CLM0003217,POL000396,2023-05-28,2023-06-22,11645.2,Approved,Collision
CLM0003218,POL000094,2025-08-20,2025-08-31,1076.74,Approved,Injury
CLM0003219,POL000445,2023-12-31,2024-01-18,1028.88,Approved,Injury
CLM0003220,POL001164,2026-07-18,,736.37,Pending,Collision
CLM0003221,POL000965,2026-01-27,2026-02-25,2615.83,Approved,Water Damage
CLM0003222,POL000833,2025-06-25,2025-07-17,2003.7,Approved,Fire
CLM0003223,POL001179,2026-07-18,2026-08-10,8500.64,Approved,Theft
CLM0003224,POL001053,2025-06-18,2025-07-14,6122.38,Approved,Injury
CLM0003225,POL000041,2025-03-27,2025-04-12,731.14,Approved,Flood
CLM0003226,POL000840,2022-06-04,2022-06-10,8206.18,Denied,Wind
CLM0003227,POL000005,2022-04-19,2022-04-28,2583.35,Approved,Wind
CLM0003228,POL000331,2024-01-16,2024-02-05,3590.91,Approved,Flood
CLM0003229,POL000387,2025-08-03,2025-08-26,492.14,Approved,Collision
CLM0003230,POL000669,2023-04-26,2023-05-15,7637.98,Approved,Theft
CLM0003231,POL001127,2025-04-22,2025-05-06,1914.96,Approved,Injury
CLM0003232,POL001412,2025-02-02,,13097.2,Pending,Water Damage
CLM0003233,POL001262,2025-04-01,2025-04-22,2359.62,Approved,Water Damage
CLM0003234,POL001253,2022-08-28,2022-09-12,8007.68,Approved,Injury
CLM0003235,POL001429,2023-04-05,2023-04-22,1682.39,Approved,Water Damage
CLM0003236,POL000894,2025-08-11,,2448.76,Pending,Theft
CLM0003237,POL001139,2025-03-20,,2823.91,Pending,Injury
CLM0003238,POL001249,2023-07-29,2023-08-07,2731.75,Approved,Theft
CLM0003239,POL000991,2026-07-18,,1920.71,Pending,Collision
CLM0003240,POL001036,2024-03-03,2024-03-26,1378.93,Approved,Injury
CLM0003241,POL000825,2025-12-28,2026-01-03,2682.3,Approved,Theft
CLM0003242,POL000889,2026-07-18,2026-08-14,2901.1,Approved,Collision
CLM0003243,POL000002,2025-07-13,2025-08-06,5482.71,Approved,Injury
CLM0003244,POL000322,2022-08-13,,2784.53,Pending,Wind
CLM0003245,POL001247,2026-03-17,2026-04-06,2041.59,Approved,Water Damage
CLM0003246,POL001041,2024-07-14,2024-07-22,2903.15,Approved,Flood
CLM0003247,POL001229,2022-04-05,2022-04-18,1305.73,Approved,Wind
CLM0003248,POL001435,2025-10-02,2025-10-20,735.09,Approved,Flood
CLM0003249,POL000790,2026-07-15,2026-07-31,6859.6,Approved,Water Damage
CLM0003250,POL001289,2026-07-18,2026-07-24,6195.54,Denied,Collision
CLM0003251,POL001301,2025-11-29,2025-12-29,2332.53,Approved,Wind
CLM0003252,POL000546,2024-11-12,2024-12-02,4887.53,Denied,Theft
CLM0003253,POL000957,2025-06-27,2025-07-13,1006.24,Approved,Collision
CLM0003254,POL000944,2025-06-15,2025-06-29,1503.24,Approved,Injury
CLM0003255,POL000859,2026-07-18,,,Pending,Wind
CLM0003256,POL000506,2026-07-18,2026-08-01,7447.33,Approved,Wind
CLM0003257,POL001019,2022-12-31,2023-01-01,16234.23,Denied,Wind
CLM0003258,POL001499,2024-09-06,2024-09-19,4764.7,Denied,Fire
CLM0003259,POL001426,2026-07-18,2026-08-14,4969.25,Approved,Theft
CLM0003260,POL001253,2023-06-23,2023-06-29,4296.07,Approved,Theft
CLM0003261,POL000663,2026-02-04,2026-02-26,2572.54,Approved,Injury
CLM0003262,POL001215,2023-04-16,,8903.49,Pending,Theft
CLM0003263,POL000704,2024-09-20,2024-10-01,847.46,Approved,Wind
CLM0003264,POL000892,2026-07-18,2026-08-14,3550.83,Approved,Flood
CLM0003265,POL000611,2025-11-19,2025-12-11,6595.97,Approved,Collision
CLM0003266,POL000912,2024-08-31,2024-09-07,4429.73,Approved,Water Damage
CLM0003267,POL001265,2024-04-20,2024-05-02,1235.3,Approved,Collision
CLM0003268,POL000897,2026-07-18,2026-08-05,948.17,Approved,Collision
CLM0003269,POL001152,2025-02-18,2025-03-12,3551.78,Approved,Flood
CLM0003270,POL000629,2024-12-01,2024-12-12,751.8,Approved,Injury
CLM0003271,POL000721,2026-07-18,2026-08-08,11870.06,Approved,Fire
CLM0003272,POL000831,2026-07-18,2026-08-06,4164.86,Approved,Theft
CLM0003273,POL001246,2025-08-04,2025-08-08,6298.92,Denied,Flood
CLM0003274,POL000947,2026-07-17,2026-08-03,8078.1,Approved,Injury
CLM0003275,POL001291,2024-04-22,2024-05-18,4005.3,Approved,Injury
CLM0003276,POL001099,2026-03-18,2026-04-02,5841.98,Approved,Fire
CLM0003277,POL001197,2023-04-05,2023-04-17,4120.07,Approved,Fire
CLM0003278,POL000021,2023-04-20,2023-05-13,3875.04,Approved,Injury
CLM0003279,POL000808,2022-02-08,2022-02-16,4264.21,Approved,Collision
CLM0003280,POL000065,2024-09-01,2024-09-18,22890.16,Approved,Collision
CLM0003281,POL000813,2023-05-14,2023-06-05,7330.03,Approved,Collision
CLM0003282,POL000038,2025-11-25,2025-12-15,19326.63,Approved,Water Damage
CLM0003283,POL000518,2026-07-18,2026-08-14,4140.57,Approved,Theft
CLM0003284,POL000002,2026-07-18,,11778.59,Pending,Injury
CLM0003285,POL001138,2025-07-01,,1874.8,Pending,Water Damage
CLM0003286,POL000085,2026-02-21,2026-03-17,7733.48,Approved,Water Damage
CLM0003287,POL001108,2026-07-18,2026-08-09,852.29,Approved,Wind
CLM0003288,POL000971,2025-05-16,2025-05-20,2520.47,Denied,Injury
CLM0003289,POL000712,2026-07-18,,3643.71,Pending,Theft
CLM0003290,POL000030,2026-06-28,,408.76,Pending,Flood
CLM0003291,POL000759,2024-01-06,2024-01-15,2601.12,Approved,Collision
CLM0003292,POL001392,2024-07-20,2024-08-02,9763.89,Denied,Collision
CLM0003293,POL001213,2023-05-06,2023-05-15,7126.78,Approved,Collision
CLM0003294,POL000733,2026-03-09,2026-03-29,1556.74,Approved,Fire
CLM0003295,POL001158,2022-12-30,2023-01-17,6684.39,Denied,Wind
CLM0003296,POL000603,2023-09-30,2023-10-04,7328.89,Approved,Injury
CLM0003297,POL000983,2022-01-27,2022-02-15,6094.37,Approved,Flood
CLM0003298,POL000332,2024-01-05,,5761.42,Pending,Water Damage
CLM0003299,POL000072,2024-12-04,2024-12-31,3364.95,Approved,Theft
CLM0003300,POL000876,2026-07-18,,8611.28,Pending,Collision
CLM0003301,POL000098,2026-07-18,2026-07-30,7992.01,Approved,Fire
CLM0003302,POL000517,2024-01-04,2024-01-08,11175.12,Approved,Flood
CLM0003303,POL000992,2026-01-28,2026-02-13,8943.07,Approved,Injury
CLM0003304,POL000821,2026-06-05,2026-06-09,1458.83,Approved,Flood
CLM0003305,POL000291,2023-09-06,2023-09-20,3416.03,Approved,Injury
CLM0003306,POL001224,2026-07-18,,93.72,Pending,Theft
CLM0003307,POL000646,2024-11-24,2024-11-30,1642.5,Denied,Water Damage
CLM0003308,POL000371,2022-07-07,2022-07-20,2085.14,Approved,Theft
CLM0003309,POL000442,2026-07-18,2026-07-30,2754.34,Approved,Flood
CLM0003310,POL000061,2026-07-18,2026-08-05,10296.85,Approved,Flood
CLM0003311,POL000622,2026-07-18,2026-08-15,6480.49,Approved,Fire
CLM0003312,POL000763,2025-04-23,2025-05-09,8356.08,Approved,Fire
CLM0003313,POL000350,2022-08-14,2022-08-22,7545.6,Denied,Injury
CLM0003314,POL000462,2024-12-15,2025-01-13,2896.63,Approved,Collision
CLM0003315,POL000281,2026-03-14,2026-03-28,8599.77,Approved,Theft
CLM0003316,POL000209,2024-02-12,2024-03-03,2665.06,Denied,Collision
CLM0003317,POL000007,2022-07-21,2022-08-14,11498.06,Approved,Theft
CLM0003318,POL000188,2026-04-18,,2478.7,Pending,Water Damage
CLM0003319,POL000968,2025-01-19,,7148.21,Pending,Wind
CLM0003320,POL000294,2026-07-18,,5092.98,Pending,Flood
CLM0003321,POL000322,2023-03-31,2023-04-18,753.74,Denied,Wind
CLM0003322,POL001118,2024-06-19,2024-07-09,2622.05,Approved,Fire
CLM0003323,POL001459,2023-10-17,2023-10-30,4129.87,Approved,Theft
CLM0003324,POL000371,2023-10-21,2023-10-29,2148.88,Approved,Wind
CLM0003325,POL000710,2024-12-22,2025-01-02,3224.44,Denied,Collision
CLM0003326,POL000832,2024-01-24,,8804.63,Pending,Fire
CLM0003327,POL001002,2026-07-18,2026-08-04,2696.25,Approved,Collision
CLM0003328,POL000113,2024-05-26,,824.28,Pending,Injury
CLM0003329,POL001305,2025-03-17,2025-04-08,352.62,Approved,Collision
CLM0003330,POL000530,2026-07-18,2026-07-29,3905.92,Approved,Flood
CLM0003331,POL000472,2023-12-30,2024-01-13,3953.22,Approved,Water Damage
CLM0003332,POL000290,2026-07-18,2026-08-06,17111.84,Approved,Wind
CLM0003333,POL001500,2025-07-19,2025-08-16,4734.18,Approved,Water Damage
CLM0003334,POL000945,2025-06-19,2025-07-01,4167.65,Approved,Wind
CLM0003335,POL001170,2023-09-15,2023-09-27,2913.41,Approved,Water Damage
CLM0003336,POL001236,2024-02-16,2024-02-26,4025.56,Approved,Flood
CLM0003337,POL001046,2026-05-02,2026-05-11,11730.02,Approved,Collision
CLM0003338,POL001086,2025-09-10,2025-10-10,11710.23,Approved,Water Damage
CLM0003339,POL000141,2025-09-28,2025-10-27,5319.69,Approved,Wind
CLM0003340,POL001068,2025-08-30,,1348.1,Pending,Flood
CLM0003341,POL000077,2023-09-23,2023-10-13,4421.07,Approved,Theft
CLM0003342,POL001141,2023-08-08,2023-08-16,975.09,Approved,Flood
CLM0003343,POL001113,2024-07-25,2024-08-06,7648.29,Approved,Water Damage
CLM0003344,POL001137,2025-10-16,2025-11-09,2959.64,Approved,Collision
CLM0003345,POL000642,2024-01-02,2024-01-27,533.49,Approved,Fire
CLM0003346,POL000837,2026-07-18,2026-07-25,2188.33,Denied,Fire
CLM0003347,POL001493,2023-10-11,2023-11-08,5666.54,Approved,Water Damage
CLM0003348,POL001049,2025-08-25,2025-09-15,9467.31,Approved,Water Damage
CLM0003349,POL000220,2026-02-03,2026-02-21,4573.16,Approved,Theft
CLM0003350,POL000600,2022-11-07,,6722.41,Pending,Flood
CLM0003351,POL000180,2026-07-18,2026-08-02,8953.15,Approved,Theft
CLM0003352,POL001214,2026-07-18,2026-07-23,6454.63,Approved,Fire
CLM0003353,POL000460,2025-03-13,2025-03-18,6594.2,Denied,Injury
CLM0003354,POL001239,2024-04-25,2024-05-10,3572.11,Approved,Wind
CLM0003355,POL000881,2023-10-30,,4243.22,Pending,Fire
CLM0003356,POL000108,2025-10-28,2025-11-18,4336.53,Approved,Water Damage
CLM0003357,POL000060,2026-07-18,2026-07-22,1139.12,Approved,Injury
CLM0003358,POL001220,2026-03-19,2026-03-29,4303.13,Approved,Injury
CLM0003359,POL000035,2026-07-18,,2253.74,Pending,Water Damage
CLM0003360,POL001401,2024-10-03,2024-10-09,3812.52,Approved,Wind
CLM0003361,POL000175,2025-12-27,2026-01-20,7326.67,Approved,Injury
CLM0003362,POL000595,2025-08-16,2025-08-28,1959.85,Approved,Flood
CLM0003363,POL000568,2026-01-06,2026-01-16,4972.7,Denied,Injury
CLM0003364,POL001373,2025-11-01,2025-11-20,5849.49,Denied,Fire
CLM0003365,POL000898,2022-03-14,2022-03-28,6197.47,Approved,Water Damage
CLM0003366,POL001005,2026-02-15,2026-03-08,2887.14,Approved,Fire
CLM0003367,POL001065,2023-12-12,,5980.14,Pending,Wind
CLM0003368,POL000228,2023-06-06,2023-06-13,10397.26,Approved,Collision
CLM0003369,POL000904,2025-11-16,2025-12-06,7683.93,Approved,Injury
CLM0003370,POL001353,2025-11-26,2025-11-29,4560.61,Denied,Water Damage
CLM0003371,POL000282,2026-07-18,2026-07-27,7413.87,Approved,Wind
CLM0003372,POL001247,2026-07-18,,411.99,Pending,Flood
CLM0003373,POL000030,2026-07-18,2026-08-04,6734.4,Denied,Fire
CLM0003374,POL000538,2026-03-07,2026-03-16,524.06,Denied,Water Damage
CLM0003375,POL000423,2023-12-22,2024-01-21,1130.1,Approved,Theft
CLM0003376,POL001072,2024-09-20,,5277.8,Pending,Collision
CLM0003377,POL000170,2025-11-23,2025-12-14,3281.97,Denied,Collision
CLM0003378,POL000430,2024-11-07,2024-12-04,2374.69,Approved,Flood
CLM0003379,POL001099,2025-01-12,2025-01-31,4180.23,Denied,Theft
CLM0003380,POL001249,2023-11-15,2023-11-18,1857.04,Denied,Fire
CLM0003381,POL000690,2023-11-03,2023-12-02,2831.35,Approved,Collision
CLM0003382,POL001265,2024-12-27,,6028.0,Pending,Water Damage
CLM0003383,POL001475,2024-01-02,2024-01-10,336.7,Approved,Water Damage
CLM0003384,POL000216,2025-03-10,2025-03-14,1174.37,Approved,Fire
CLM0003385,POL000647,2026-07-18,2026-08-03,3230.39,Approved,Flood
CLM0003386,POL001199,2022-10-03,2022-10-31,11079.43,Approved,Fire
CLM0003387,POL000184,2023-07-09,2023-07-20,6679.67,Denied,Wind
CLM0003388,POL001034,2023-04-05,2023-04-20,5782.15,Denied,Wind
CLM0003389,POL000025,2026-07-18,2026-07-25,8253.1,Approved,Wind
CLM0003390,POL000809,2022-02-12,2022-02-16,2985.8,Denied,Collision
CLM0003391,POL001179,2025-04-27,2025-04-30,8240.78,Denied,Collision
CLM0003392,POL000510,2026-07-18,2026-08-08,2655.37,Approved,Flood
CLM0003393,POL000630,2025-05-16,2025-05-29,5258.18,Approved,Fire
CLM0003394,POL000249,2025-05-15,2025-05-17,1652.74,Denied,Injury
CLM0003395,POL000121,2025-10-31,2025-11-29,10728.29,Approved,Injury
CLM0003396,POL000207,2024-07-24,2024-07-26,3155.79,Denied,Fire
CLM0003397,POL000672,2024-03-25,,2266.31,Pending,Fire
CLM0003398,POL000435,2025-05-04,2025-05-09,6303.96,Approved,Fire
CLM0003399,POL001428,2026-07-18,2026-08-02,2747.75,Approved,Water Damage
CLM0003400,POL000824,2023-06-04,,2282.33,Pending,Collision
CLM0003401,POL000445,2025-08-13,2025-09-08,909.99,Approved,Injury
CLM0003402,POL000822,2023-09-04,2023-09-18,5755.6,Approved,Theft
CLM0003403,POL001268,2024-12-23,2025-01-13,5291.03,Denied,Fire
CLM0003404,POL001116,2025-04-22,,2437.29,Pending,Water Damage
CLM0003405,POL000882,2021-11-17,2021-11-29,1466.62,Approved,Flood
CLM0003406,POL001364,2024-11-07,2024-11-20,10502.28,Approved,Water Damage
CLM0003407,POL000791,2026-07-18,2026-08-05,9649.4,Approved,Injury
CLM0003408,POL000381,2024-02-04,2024-02-10,4653.86,Approved,Collision
CLM0003409,POL000778,2022-06-22,2022-07-16,10499.11,Approved,Injury
CLM0003410,POL000088,2026-07-18,2026-08-06,13949.39,Approved,Theft
CLM0003411,POL000966,2023-08-02,2023-08-05,6133.72,Approved,Water Damage
CLM0003412,POL000325,2026-07-18,2026-08-14,2198.38,Approved,Wind
CLM0003413,POL000775,2025-08-28,2025-09-07,2689.42,Approved,Fire
CLM0003414,POL000363,2024-02-18,2024-03-17,1699.48,Approved,Fire
CLM0003415,POL000526,2024-08-15,2024-08-29,10945.73,Denied,Collision
CLM0003416,POL000072,2025-02-18,2025-03-15,3422.33,Approved,Flood
CLM0003417,POL000663,2026-07-18,,11225.49,Pending,Fire
CLM0003418,POL001097,2026-07-18,,7538.93,Pending,Flood
CLM0003419,POL000544,2022-05-18,,6035.4,Pending,Collision
CLM0003420,POL000077,2022-10-26,2022-11-15,15421.61,Approved,Collision
CLM0003421,POL000278,2024-03-17,,2479.74,Pending,Collision
CLM0003422,POL000541,2024-03-08,2024-03-17,2111.82,Approved,Flood
CLM0003423,POL000276,2024-04-28,,5001.69,Pending,Fire
CLM0003424,POL001298,2024-09-22,2024-10-09,8319.02,Approved,Collision
CLM0003425,POL001084,2023-06-18,2023-07-01,460.1,Approved,Water Damage
CLM0003426,POL000433,2024-02-28,2024-03-20,7453.7,Approved,Water Damage
CLM0003427,POL000092,2025-03-08,2025-03-19,1548.52,Approved,Wind
CLM0003428,POL001351,2026-07-04,2026-07-29,234.3,Approved,Collision
CLM0003429,POL001167,2026-04-08,2026-04-28,7252.47,Approved,Water Damage
CLM0003430,POL000570,2026-06-11,2026-07-08,14815.07,Approved,Fire
CLM0003431,POL000656,2024-01-12,2024-02-06,2671.57,Approved,Theft
CLM0003432,POL000674,2025-08-21,2025-09-05,6318.82,Denied,Theft
CLM0003433,POL001006,2023-07-19,2023-07-28,10132.87,Approved,Collision
CLM0003434,POL001315,2023-12-22,2024-01-09,8421.23,Denied,Collision
CLM0003435,POL000217,2023-10-19,2023-10-28,6586.35,Denied,Water Damage
CLM0003436,POL001477,2023-12-11,2023-12-20,10464.06,Approved,Injury
CLM0003437,POL001032,2024-08-16,,4279.02,Pending,Injury
CLM0003438,POL001011,2023-06-04,2023-06-21,5472.3,Approved,Wind
CLM0003439,POL000736,2025-01-22,2025-02-01,886.14,Approved,Theft
CLM0003440,POL000829,2026-02-16,2026-03-03,10137.19,Denied,Collision
CLM0003441,POL000515,2025-12-04,2025-12-07,572.14,Approved,Injury
CLM0003442,POL000026,2024-06-09,,605.23,Pending,Fire
CLM0003443,POL000396,2024-04-29,2024-05-13,718.58,Denied,Collision
CLM0003444,POL000382,2024-12-27,2025-01-03,24262.82,Approved,Fire
CLM0003445,POL000542,2026-07-18,,3530.19,Pending,Fire
CLM0003446,POL000139,2026-07-18,2026-07-26,5846.6,Denied,Collision
CLM0003447,POL001252,2022-12-15,2022-12-27,6083.06,Denied,Flood
CLM0003448,POL000946,2026-07-18,2026-08-14,3648.64,Approved,Fire
CLM0003449,POL000136,2022-08-25,2022-09-19,6540.17,Approved,Flood
CLM0003450,POL001413,2023-04-13,2023-04-22,4547.53,Denied,Collision
CLM0003451,POL001158,2023-01-23,2023-02-06,2160.02,Approved,Water Damage
CLM0003452,POL000492,2025-03-05,2025-03-09,6250.87,Approved,Injury
CLM0003453,POL000989,2026-07-18,2026-08-10,3576.04,Approved,Theft
CLM0003454,POL000296,2025-09-09,2025-09-26,6469.23,Approved,Collision
CLM0003455,POL001203,2025-01-31,2025-02-26,1738.78,Approved,Flood
CLM0003456,POL000524,2025-04-11,2025-04-19,4284.49,Approved,Theft
CLM0003457,POL000765,2024-07-13,,4817.67,Pending,Water Damage
CLM0003458,POL000612,2022-12-09,2022-12-12,13119.1,Approved,Fire
CLM0003459,POL001422,2026-07-18,2026-07-26,8420.56,Approved,Flood
CLM0003460,POL000205,2026-02-03,2026-02-25,7582.78,Approved,Collision
CLM0003461,POL000073,2024-04-26,2024-05-15,12129.62,Approved,Flood
CLM0003462,POL000204,2023-08-30,2023-09-03,2958.79,Approved,Flood
CLM0003463,POL000025,2025-10-07,2025-10-24,3048.44,Approved,Wind
CLM0003464,POL001337,2025-03-05,2025-03-12,3853.02,Approved,Water Damage
CLM0003465,POL000072,2024-12-05,2025-01-01,7623.62,Approved,Water Damage
CLM0003466,POL000485,2023-11-02,,3843.45,Pending,Flood
CLM0003467,POL001478,2025-01-11,2025-01-25,4599.61,Approved,Theft
CLM0003468,POL000839,2026-07-18,2026-07-21,11455.33,Approved,Fire
CLM0003469,POL000953,2023-07-25,2023-07-28,2691.99,Approved,Collision
CLM0003470,POL000197,2025-10-13,2025-10-26,1534.16,Approved,Water Damage
CLM0003471,POL001154,2023-03-16,2023-04-02,3299.05,Approved,Theft
CLM0003472,POL001261,2025-02-01,2025-02-28,2474.12,Approved,Water Damage
CLM0003473,POL000071,2026-04-24,2026-05-02,6932.35,Approved,Collision
CLM0003474,POL000224,2022-10-25,2022-11-09,444.2,Approved,Injury
CLM0003475,POL000085,2026-07-18,2026-07-23,9932.96,Approved,Wind
CLM0003476,POL000799,2026-07-18,2026-07-24,2523.04,Approved,Collision
CLM0003477,POL000520,2025-11-17,,1014.63,Pending,Wind
CLM0003478,POL000573,2023-02-27,2023-03-15,6540.69,Denied,Collision
CLM0003479,POL001167,2026-04-02,2026-04-07,11886.57,Approved,Flood
CLM0003480,POL000013,2024-03-07,2024-03-17,4953.95,Approved,Flood
CLM0003481,POL000111,2026-02-12,2026-02-22,801.52,Denied,Fire
CLM0003482,POL000270,2022-12-24,2022-12-29,6124.37,Approved,Wind
CLM0003483,POL000814,2024-09-02,2024-09-10,939.83,Approved,Theft
CLM0003484,POL001204,2026-06-04,2026-06-09,2594.45,Denied,Wind
CLM0003485,POL001361,2025-11-16,2025-11-28,9276.66,Approved,Wind
CLM0003486,POL000914,2023-12-23,,2973.02,Pending,Flood
CLM0003487,POL001264,2024-07-18,2024-07-26,4444.98,Approved,Flood
CLM0003488,POL001314,2024-10-27,2024-11-02,5114.72,Approved,Theft
CLM0003489,POL000268,2025-01-15,2025-02-07,2511.22,Approved,Flood
CLM0003490,POL001235,2023-09-06,2023-09-07,6180.09,Denied,Wind
CLM0003491,POL000275,2023-12-30,,1097.51,Pending,Water Damage
CLM0003492,POL001418,2024-09-15,2024-09-29,8468.23,Approved,Collision
CLM0003493,POL000783,2021-11-07,2021-11-13,1519.67,Approved,Injury
CLM0003494,POL001367,2024-04-05,2024-04-25,2136.21,Approved,Injury
CLM0003495,POL000187,2025-11-01,2025-11-19,3566.91,Denied,Flood
CLM0003496,POL001440,2023-09-26,2023-10-14,6034.44,Denied,Flood
CLM0003497,POL000523,2026-03-28,2026-04-25,5121.75,Approved,Injury
CLM0003498,POL001382,2026-07-18,2026-08-04,674.53,Approved,Flood
CLM0003499,POL000121,2023-12-04,2023-12-15,2919.07,Approved,Fire
CLM0003500,POL000935,2024-04-19,2024-05-15,790.64,Approved,Theft
CLM0003501,POL000898,2023-07-26,2023-07-31,10343.69,Approved,Injury
CLM0003502,POL000225,2024-07-08,2024-07-20,12069.85,Approved,Injury
CLM0003503,POL001162,2025-09-16,2025-09-28,3016.25,Approved,Collision
CLM0003504,POL000104,2023-02-13,2023-03-11,2971.63,Approved,Water Damage
CLM0003505,POL001084,2022-05-28,2022-06-23,3804.77,Approved,Wind
CLM0003506,POL000262,2023-07-19,2023-07-27,9752.21,Denied,Fire
CLM0003507,POL001107,2025-04-30,2025-05-11,1018.17,Approved,Flood
CLM0003508,POL000081,2026-07-18,2026-07-28,3870.84,Approved,Injury
CLM0003509,POL001081,2023-05-19,2023-06-04,4229.78,Approved,Theft
CLM0003510,POL000304,2021-08-08,2021-08-16,1356.56,Approved,Theft
CLM0003511,POL001489,2026-07-18,2026-08-13,167.87,Approved,Theft
CLM0003512,POL000030,2026-07-18,,5306.02,Pending,Collision
CLM0003513,POL000427,2026-06-09,2026-06-12,3577.07,Approved,Collision
CLM0003514,POL001124,2023-10-27,2023-11-24,6670.34,Approved,Fire
CLM0003515,POL001463,2024-11-16,2024-12-07,9663.25,Approved,Collision
CLM0003516,POL001254,2022-06-09,2022-06-28,12456.45,Approved,Injury
CLM0003517,POL001164,2025-10-13,2025-10-19,7183.82,Approved,Flood
CLM0003518,POL000006,2026-05-03,2026-06-02,2349.94,Approved,Water Damage
CLM0003519,POL000190,2025-10-30,2025-11-25,903.36,Approved,Wind
CLM0003520,POL000312,2023-05-27,2023-06-14,2088.16,Approved,Theft
CLM0003521,POL000936,2024-08-07,2024-09-03,29401.73,Approved,Injury
CLM0003522,POL001489,2026-07-18,2026-08-07,5016.09,Denied,Collision
CLM0003523,POL000796,2023-06-26,2023-07-22,2132.78,Approved,Fire
CLM0003524,POL000615,2025-12-26,,6956.43,Pending,Collision
CLM0003525,POL001122,2023-11-18,2023-11-29,5505.26,Approved,Flood
CLM0003526,POL000502,2025-10-01,2025-10-23,1627.61,Approved,Water Damage
CLM0003527,POL001208,2026-01-12,2026-01-22,3440.9,Approved,Theft
CLM0003528,POL000890,2024-08-31,,4031.98,Pending,Wind
CLM0003529,POL000501,2026-07-18,2026-07-24,3014.26,Approved,Injury
CLM0003530,POL000175,2025-05-13,2025-06-04,2647.01,Approved,Injury
CLM0003531,POL001323,2024-02-22,2024-03-06,5049.44,Approved,Injury
CLM0003532,POL000290,2026-07-18,,711.69,Pending,Fire
CLM0003533,POL000308,2022-03-24,2022-04-04,6628.86,Approved,Water Damage
CLM0003534,POL001362,2024-03-07,2024-03-16,5491.86,Approved,Fire
CLM0003535,POL000490,2025-09-25,2025-09-28,2276.2,Approved,Flood
CLM0003536,POL000659,2026-07-18,,9767.44,Pending,Injury
CLM0003537,POL001224,2026-01-17,2026-02-11,7454.1,Approved,Fire
CLM0003538,POL000829,2026-07-18,2026-08-12,2192.37,Approved,Collision
CLM0003539,POL000196,2023-09-15,2023-09-26,6178.62,Approved,Wind
CLM0003540,POL001477,2023-11-22,2023-12-10,2382.77,Denied,Collision
CLM0003541,POL001411,2024-10-25,2024-11-01,3873.58,Approved,Wind
CLM0003542,POL000456,2024-06-06,2024-07-03,4968.3,Approved,Fire
CLM0003543,POL000003,2025-06-16,,2136.53,Pending,Flood
CLM0003544,POL000289,2025-06-22,2025-07-11,6977.23,Approved,Collision
CLM0003545,POL001018,2024-07-23,2024-07-30,4287.12,Approved,Flood
CLM0003546,POL000466,2023-07-06,2023-07-15,4572.12,Approved,Flood
CLM0003547,POL000639,2024-12-25,,4275.02,Pending,Theft
CLM0003548,POL000706,2023-06-19,2023-07-01,8188.8,Approved,Collision
CLM0003549,POL000327,2026-07-18,2026-08-14,9487.04,Approved,Injury
CLM0003550,POL000286,2023-09-23,2023-09-27,11800.17,Denied,Injury
CLM0003551,POL000238,2026-07-18,2026-07-23,18298.3,Approved,Wind
CLM0003552,POL000362,2026-07-18,,1534.65,Pending,Fire
CLM0003553,POL001157,2024-08-14,2024-09-13,3948.1,Approved,Flood
CLM0003554,POL000235,2022-12-15,2023-01-06,4226.91,Approved,Theft
CLM0003555,POL000449,2023-07-12,2023-07-28,2050.28,Approved,Collision
CLM0003556,POL000111,2025-12-13,2025-12-23,1316.73,Approved,Injury
CLM0003557,POL000294,2026-03-03,2026-03-08,4042.93,Approved,Wind
CLM0003558,POL000360,2024-12-20,,11692.63,Pending,Theft
CLM0003559,POL001163,2026-07-18,2026-08-01,1989.87,Approved,Collision
CLM0003560,POL000257,2025-08-13,2025-08-24,1245.38,Approved,Injury
CLM0003561,POL001465,2024-10-04,2024-10-30,4878.1,Approved,Flood
CLM0003562,POL000892,2026-06-25,2026-07-24,7444.63,Approved,Water Damage
CLM0003563,POL001497,2026-07-18,2026-08-13,3694.9,Approved,Collision
